company_id,snapshot_month,status_code,snapshot_url
alltruists,2021-06-01,200,https://web.archive.org/web/20210619063439/alltruists.com
alltruists,2021-07-01,200,https://web.archive.org/web/20210731154145/alltruists.com
alltruists,2021-08-01,200,https://web.archive.org/web/20210806171110/alltruists.com
alltruists,2021-09-01,200,https://web.archive.org/web/20210926160339/alltruists.com
alltruists,2021-10-01,200,https://web.archive.org/web/20211015234453/alltruists.com
alltruists,2021-11-01,301,https://web.archive.org/web/20211125001128/alltruists.com
alltruists,2021-12-01,200,https://web.archive.org/web/20211201005218/alltruists.com
alltruists,2022-01-01,200,https://web.archive.org/web/20220125021505/alltruists.com
alltruists,2022-03-01,200,https://web.archive.org/web/20220327025937/alltruists.com
alltruists,2022-05-01,200,https://web.archive.org/web/20220502173147/alltruists.com
alltruists,2022-07-01,200,https://web.archive.org/web/20220705064743/alltruists.com
alltruists,2022-08-01,200,https://web.archive.org/web/20220809080318/alltruists.com
alltruists,2022-09-01,200,https://web.archive.org/web/20220908175933/alltruists.com
alltruists,2022-10-01,200,https://web.archive.org/web/20221003140301/alltruists.com
alltruists,2022-12-01,200,https://web.archive.org/web/20221207062321/alltruists.com
alltruists,2023-01-01,200,https://web.archive.org/web/20230129223455/alltruists.com
alltruists,2023-02-01,200,https://web.archive.org/web/20230211191010/alltruists.com
alltruists,2023-03-01,-,https://web.archive.org/web/20230307045123/alltruists.com
alltruists,2023-06-01,200,https://web.archive.org/web/20230604212120/alltruists.com
alltruists,2023-08-01,-,https://web.archive.org/web/20230817071233/alltruists.com
alltruists,2023-09-01,200,https://web.archive.org/web/20230912040357/alltruists.com
alltruists,2023-10-01,200,https://web.archive.org/web/20231004165225/alltruists.com
alltruists,2023-12-01,200,https://web.archive.org/web/20231211124956/alltruists.com
alltruists,2024-01-01,200,https://web.archive.org/web/20240104032204/alltruists.com
alltruists,2024-02-01,200,https://web.archive.org/web/20240223004328/alltruists.com
alltruists,2024-06-01,301,https://web.archive.org/web/20240616203820/alltruists.com
alltruists,2025-03-01,404,https://web.archive.org/web/20250319125130/alltruists.com
alltruists,2025-04-01,404,https://web.archive.org/web/20250420112605/alltruists.com
alltruists,2025-11-01,409,https://web.archive.org/web/20251128090740/alltruists.com
alma,2023-02-01,200,https://web.archive.org/web/20230204124831/myalmafi.com
alma,2023-03-01,200,https://web.archive.org/web/20230322150532/myalmafi.com
alma,2023-06-01,200,https://web.archive.org/web/20230603005721/myalmafi.com
alma,2023-09-01,200,https://web.archive.org/web/20230923103924/myalmafi.com
alma,2023-12-01,200,https://web.archive.org/web/20231211085523/myalmafi.com
alma,2024-02-01,200,https://web.archive.org/web/20240227131127/myalmafi.com
alma,2024-04-01,200,https://web.archive.org/web/20240417100253/myalmafi.com
alma,2024-05-01,200,https://web.archive.org/web/20240520155924/myalmafi.com
alma,2024-07-01,301,https://web.archive.org/web/20240714113611/myalmafi.com
alma,2024-08-01,200,https://web.archive.org/web/20240806162641/myalmafi.com
alma,2024-09-01,200,https://web.archive.org/web/20240910230111/myalmafi.com
alma,2024-11-01,200,https://web.archive.org/web/20241108040524/myalmafi.com
alma,2025-01-01,200,https://web.archive.org/web/20250122000415/myalmafi.com
alma,2025-02-01,200,https://web.archive.org/web/20250208115229/myalmafi.com
alma,2025-03-01,200,https://web.archive.org/web/20250321061551/myalmafi.com
alma,2025-07-01,301,https://web.archive.org/web/20250713073058/myalmafi.com
alma,2025-12-01,200,https://web.archive.org/web/20251208040617/myalmafi.com
almond,2020-07-01,301,https://web.archive.org/web/20200701230029/almondobgyn.com
almond,2020-08-01,301,https://web.archive.org/web/20200803222918/almondobgyn.com
almond,2021-04-01,301,https://web.archive.org/web/20210407034433/almondobgyn.com
almond,2021-11-01,-,https://web.archive.org/web/20211126023747/almondobgyn.com
almond,2021-12-01,-,https://web.archive.org/web/20211206030906/almondobgyn.com
almond,2022-01-01,301,https://web.archive.org/web/20220123183318/almondobgyn.com
almond,2022-08-01,-,https://web.archive.org/web/20220808034549/almondobgyn.com
almond,2022-09-01,200,https://web.archive.org/web/20220908195456/almondobgyn.com
