company_id,snapshot_url,phrase,snippet,checked_at
pivo-technology-inc,https://web.archive.org/web/20260428/http://pivo.africa/,,,2026-07-17 07:30:15.317603
platypus,https://web.archive.org/web/20250428/http://getplatypus.com/,,,2026-07-17 07:30:21.033552
playmaker,https://web.archive.org/web/20240328/http://getplaymaker.app/,,,2026-07-17 07:30:25.951677
ploomber,https://web.archive.org/web/20260428/http://ploomber.io/,,,2026-07-17 07:30:30.690108
pre,https://web.archive.org/web/20260428/http://buildwithpre.com/,,,2026-07-17 07:30:34.942241
prendea,https://web.archive.org/web/20260528/http://prendea.com/,,,2026-07-17 07:30:39.29013
propreturns,https://web.archive.org/web/20241228/http://propreturns.com/,,,2026-07-17 07:30:44.249861
protego,https://web.archive.org/web/20260528/http://protegosolutions.io/,,,2026-07-17 07:30:49.833001
purpose-finance,https://web.archive.org/web/20260328/http://purposefinance.com/,,,2026-07-17 07:30:54.10936
pursuit-2,https://web.archive.org/web/20260528/http://pursuit-properties.com/,,,2026-07-17 07:30:58.91354
quary,https://web.archive.org/web/20241228/http://quary.dev/,,,2026-07-17 07:31:35.630205
queenly,https://web.archive.org/web/20241228/http://queenly.com/,,,2026-07-17 07:31:43.599049
radmate-ai,https://web.archive.org/web/20250828/http://radmate.ai/,,,2026-07-17 07:31:49.199947
remy,https://web.archive.org/web/20250528/http://startremy.com/,,,2026-07-17 07:31:55.846353
revery-ai,https://web.archive.org/web/20250728/http://revery.ai/,,,2026-07-17 07:32:01.901743
rift,https://web.archive.org/web/20260528/http://rift.com/,,,2026-07-17 07:32:10.28801
riskangle,https://web.archive.org/web/20260528/http://riskangle.com/,,,2026-07-17 07:32:16.850438
roomplays,https://web.archive.org/web/20260228/http://criya.co/,,,2026-07-17 07:32:22.463239
rovr,https://web.archive.org/web/20260528/http://withrovr.com/,,,2026-07-17 07:32:28.50631
rubber-ducky-labs,https://web.archive.org/web/20251128/http://rubberduckylabs.io/,acquired by,"oad a CSV and start tagging metadata in minutes. See a Demo Our Team Alexandra Johnson, CEO Alexandra’s career spans half a dozen startups over multiple industries. She started in fashion tech, working on recommender systems and search at Polyvore ( acquired by Yahoo in 2015), before joining the ML tools space on the founding team at SigOpt ( acquired by Intel in 2020), where she led the Platform Team. She holds two patents in ML tooling, and has a degree in computer science from Carnegie Mellon University. John McDonnell, CTO John led the recommender systems ML group at Stitch Fix and has built transformative ML solutions spanning risk, recommender systems, and paid acquisition at Square (n",2026-07-17 07:32:33.100109
ruleset,https://web.archive.org/web/20260528/http://ruleset.ai/,,,2026-07-17 07:32:40.194803
ruta-health,https://web.archive.org/web/20260328/http://rutahealth.com/,,,2026-07-17 07:32:44.134491
