company_id,event_date,event_type,detail,source,source_url
lightmeter,2022-03-20,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/lightmeter
lightscreen-ai,2024-10-23,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/lightscreen-ai
lightski,2023-03-15,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/lightski
lightsprint,2026-04-18,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/lightsprint
lighttwist,2021-03-20,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/lighttwist
ligo-biosciences,2024-08-09,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/ligo-biosciences
lilac,2025-08-04,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/lilac
lilac-labs,2024-07-23,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/lilac-labs
limrun,2026-05-19,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/limrun
linc,2023-06-14,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/linc
line-build,2023-06-21,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/line-build
lingodotdev,2024-10-08,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/lingodotdev
linkgrep,2023-03-31,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/linkgrep
linum,2023-01-25,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/linum
linzumi,2026-06-11,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/linzumi
lio,2023-07-23,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/lio
lion-pose,2021-03-08,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/lion-pose
litellm,2023-02-08,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/litellm
litmus-hiring,2026-07-08,yc_listed,Listed in YC directory (Summer 2026),yc,https://www.ycombinator.com/companies/litmus-hiring
litnerd,2021-06-21,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/litnerd
littio,2023-01-10,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/littio
liv-labs-inc,2021-08-15,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/liv-labs-inc
liva-ai,2025-07-24,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/liva-ai
livedocs,2022-02-27,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/livedocs
liveflow,2021-02-17,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/liveflow
lizza,2022-02-08,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/lizza
llm-stats,2025-08-13,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/llm-stats
lobby,2021-07-14,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/lobby
lobby,2022-03-03,funding,"Form D filed ($1,130,587 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1903348/000190334822000001/primary_doc.xml
lobby,2022-10-31,funding,"Form D filed ($2,500,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1903348/000190334822000002/primary_doc.xml
lobby,2021-04-27,funding,"Form D filed ($2,557,994 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1778305/000177830521000001/primary_doc.xml
locale,2021-07-15,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/locale
locata,2025-07-25,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/locata
locus,2025-10-24,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/locus
logica,2021-02-02,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/logica
logical,2025-10-28,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/logical
logisticsos,2021-01-17,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/logisticsos
logosguard,2025-11-10,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/logosguard
loombotic,2024-11-19,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/loombotic
loopfour,2023-02-20,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/loopfour
loops,2022-01-27,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/loops
lootrush,2021-09-28,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/lootrush
lopus,2025-02-25,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/lopus
lotas,2025-08-05,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/lotas
lotus,2022-08-08,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/lotus
loula,2023-02-17,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/loula
lovage,2022-01-14,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/lovage
lovd,2021-03-10,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/lovd
lua-global-inc,2025-09-16,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/lua-global-inc
luable,2021-08-27,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/luable
luca,2022-12-05,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/luca
lucent,2026-02-05,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/lucent
lucible,2024-08-13,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/lucible
lucid,2025-02-03,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/lucid
lucidic-ai,2025-01-15,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/lucidic-ai
lucis,2025-04-22,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/lucis
lucite,2024-01-12,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/lucite
luel,2025-11-24,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/luel
lumari,2025-05-12,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/lumari
lume-2,2023-02-09,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/lume-2
lumetric,2024-01-19,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/lumetric
lumina,2022-01-31,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/lumina
luminal,2025-07-12,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/luminal
luminate-medical,2021-07-01,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/luminate-medical
lumius,2026-04-02,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/lumius
lumona,2023-12-31,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/lumona
lunabill,2025-10-07,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/lunabill
lunajoy-health,2022-01-24,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/lunajoy-health
lunatic,2021-03-02,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/lunatic
lunavo,2025-11-03,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/lunavo
luthor,2024-10-28,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/luthor
lygg,2022-03-25,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/lygg
lynx,2023-02-04,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/lynx
lyra,2022-06-03,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/lyra
lysto,2024-09-09,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/lysto
mable,2021-08-23,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/mable
macadamia,2025-01-24,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/macadamia
mach9,2021-08-09,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/mach9
mach9,2020-12-04,funding,"Form D filed ($4,510,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1834777/000183477720000004/primary_doc.xml
machine0,2026-06-09,yc_listed,Listed in YC directory (Summer 2026),yc,https://www.ycombinator.com/companies/machine0
machine26,2021-03-18,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/machine26
madeats,2021-07-29,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/madeats
madethis,2025-11-06,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/madethis
madrone,2026-05-11,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/madrone
mage-legal,2024-07-19,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/mage-legal
magic-2,2023-03-27,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/magic-2
magic-hour,2023-12-09,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/magic-hour
magic-loops,2023-06-23,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/magic-loops
magic-patterns,2023-01-17,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/magic-patterns
magicbell,2021-02-03,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/magicbell
magicflow,2023-01-10,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/magicflow
magicode,2024-08-30,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/magicode
magna,2022-03-22,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/magna
magnaplay,2023-01-06,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/magnaplay
magnetic,2025-06-21,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/magnetic
magnitude,2025-07-07,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/magnitude
mahaana-wealth,2022-03-26,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/mahaana-wealth
maia,2024-02-06,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/maia
mailmodo,2021-06-25,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/mailmodo
maintouch,2023-07-28,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/maintouch
maitai,2024-05-28,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/maitai
maive,2025-02-21,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/maive
makani-science,2021-08-19,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/makani-science
makeasite,2022-07-10,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/makeasite
malama-health,2022-07-07,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/malama-health
malama-health,2026-02-26,funding,"Form D filed ($5,315,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2113045/000211304526000001/primary_doc.xml
malga,2021-07-15,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/malga
malibou,2024-02-22,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/malibou
malibou,2024-12-20,funding,"Form D filed ($5,399,995 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2005726/000200572624000004/primary_doc.xml
malibou,2024-01-08,funding,"Form D filed ($1,590,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2005726/000200572624000002/primary_doc.xml
malibou,2024-04-23,funding,"Form D filed ($1,125,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2005726/000200572624000003/primary_doc.xml
malloc-inc,2021-07-22,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/malloc-inc
manaflow,2024-05-18,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/manaflow
manara,2021-02-24,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/manara
manatee,2022-07-13,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/manatee
manatee,2023-04-13,funding,"Form D filed ($4,951,659 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1817367/000181736723000001/primary_doc.xml
manatee,2024-06-05,funding,"Form D filed ($5,001,659 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1817367/000181736724000002/primary_doc.xml
manatee,2020-07-09,funding,"Form D filed ($1,737,187 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1817367/000181736720000001/primary_doc.xml
manatee,2024-06-05,funding,"Form D filed ($2,379,292 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1817367/000181736724000001/primary_doc.xml
mandel-ai,2023-08-03,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/mandel-ai
mango-health,2024-02-09,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/mango-health
mango-medical-inc,2026-02-27,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/mango-medical-inc
mangodesk,2025-07-29,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/mangodesk
manicule,2026-03-14,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/manicule
manifold-freight,2024-02-02,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/manifold-freight
mantis,2025-12-19,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/mantis
mantlebio,2023-07-11,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/mantlebio
mantys,2023-01-22,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/mantys
manufact,2025-07-18,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/manufact
maquoketa-research,2026-03-26,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/maquoketa-research
marathon-education,2021-12-31,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/marathon-education
marblism,2024-01-13,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/marblism
marcopolo,2022-11-15,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/marcopolo
margin,2023-08-02,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/margin
maritime-fusion,2025-02-14,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/maritime-fusion
markaz-technologies,2021-12-22,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/markaz-technologies
marketfeed,2021-08-02,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/marketfeed
markit,2025-10-02,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/markit
markov,2026-06-24,yc_listed,Listed in YC directory (Summer 2026),yc,https://www.ycombinator.com/companies/markov
maroo,2021-06-23,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/maroo
marqvision,2021-06-25,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/marqvision
marr-labs,2024-03-06,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/marr-labs
martini,2026-01-15,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/martini
massdriver,2022-01-14,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/massdriver
mastra,2025-01-17,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/mastra
matano,2023-01-08,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/matano
materee,2022-06-28,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/materee
material-depot,2022-03-02,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/material-depot
mathos,2024-04-02,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/mathos
matidor-com,2021-07-20,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/matidor-com
matrubials-inc,2021-07-06,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/matrubials-inc
maven,2026-02-07,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/maven
maven-bio,2023-07-11,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/maven-bio
maverickx,2022-06-05,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/maverickx
maxi,2023-01-26,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/maxi
maximal,2025-08-13,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/maximal
maya-labs,2022-07-05,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/maya-labs
mayan,2021-03-03,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/mayan
mayflower,2025-11-11,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/mayflower
maywood,2026-02-04,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/maywood
mbodi-ai,2025-05-19,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/mbodi-ai
mdhub,2024-07-09,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/mdhub
measured,2021-03-10,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/measured
mecha-health,2025-01-17,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/mecha-health
mecho-autotech,2021-06-24,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/mecho-autotech
mederva,2022-03-20,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/mederva
medisearch,2023-07-29,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/medisearch
medium-biosciences,2021-08-26,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/medium-biosciences
medme-health,2021-03-15,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/medme-health
medplum,2022-08-03,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/medplum
meetanyway,2021-03-23,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/meetanyway
melder,2024-11-12,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/melder
mem0,2024-05-24,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/mem0
membo,2021-07-20,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/membo
memoir,2026-05-15,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/memoir
memory-store,2026-04-26,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/memory-store
mendel,2021-03-12,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/mendel
mendral,2026-01-22,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/mendral
mentorcam,2021-06-30,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/mentorcam
mentorcam,2020-05-06,funding,"Form D filed ($40,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1811457/000144586620000552/primary_doc.xml
mentra,2025-01-31,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/mentra
mentum,2021-07-15,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/mentum
menza,2023-08-02,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/menza
mercator,2022-08-09,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/mercator
mercoa,2023-02-21,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/mercoa
mercura,2025-02-15,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/mercura
mergent,2021-07-19,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/mergent
merlin-ai,2024-07-27,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/merlin-ai
meru-com,2021-02-24,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/meru-com
mesh-2,2025-01-15,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/mesh-2
mesh-2,2023-11-21,funding,"Form D filed ($3,120,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2000197/000200019723000002/primary_doc.xml
mesmer,2025-05-13,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/mesmer
metal,2023-01-20,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/metal
metal-2,2023-02-08,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/metal-2
metalware,2023-07-19,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/metalware
meteor,2025-08-06,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/meteor
meticulate,2024-02-27,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/meticulate
meticulous,2021-07-13,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/meticulous
metis,2025-09-06,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/metis
metofico,2024-03-18,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/metofico
metorial,2025-10-02,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/metorial
metoro,2023-07-20,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/metoro
metreecs,2024-10-15,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/metreecs
metriport,2022-06-06,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/metriport
mezli,2021-02-12,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/mezli
mica-ai,2024-07-13,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/mica-ai
micro-meat,2021-07-07,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/micro-meat
micsi,2023-06-21,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/micsi
middleware,2023-01-25,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/middleware
miden,2024-01-28,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/miden
midplane,2022-07-26,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/midplane
midrender,2023-07-05,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/midrender
midship,2024-07-30,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/midship
miggos,2022-03-04,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/miggos
milio,2023-01-12,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/milio
milk-video,2021-02-25,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/milk-video
milky-way-ai,2021-06-29,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/milky-way-ai
million,2023-12-30,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/million
milliray,2026-01-19,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/milliray
mimos,2025-07-23,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/mimos
minded,2023-08-22,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/minded
mindee,2021-06-07,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/mindee
mindee,2021-07-30,funding,"Form D filed ($11,000,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1868190/000186819021000002/primary_doc.xml
mindee,2023-03-15,funding,"Form D filed ($7,000,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1868190/000186819023000003/primary_doc.xml
mindee,2023-03-16,funding,"Form D filed ($7,000,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1868190/000186819023000004/primary_doc.xml
mindfi,2021-08-08,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/mindfi
mindfort,2025-05-14,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/mindfort
mindmesh,2021-07-13,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/mindmesh
mindportal,2021-03-02,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/mindportal
mindportal,2026-03-01,homepage_shutdown_notice,"al in the Press → Our Backers Y Combinator Silicon Valley's leading technology accelerator 7Percent Ventures Deep tech venture capital fund Learn Capital $1B+ venture fund focused on frontier innovation James Park Founder &amp; Former CEO of Fitbit (acquired by Google for $2.1B) Julie Zhuo Former VP of Design at Facebook/Meta, Co-founder of Sundial Matt Bellamy 2x Grammy Award winning rockstar, Frontman of Muse The Future is Thought-based Interfaces Thought-driven technology is the inevitable way in which humans will interact with AI. We’ve built powerful proof that this future is possible now, and coming soon. Find out more: Contact Us →",wayback,https://web.archive.org/web/20260328/http://mindportal.com/
mindstate-design-labs,2021-08-24,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/mindstate-design-labs
mindstate-design-labs,2024-11-26,funding,"Form D filed ($12,698,587 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2046478/000204647824000001/primary_doc.xml
mine,2021-08-05,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/mine
mineflow,2024-08-13,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/mineflow
minerva,2025-05-10,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/minerva
