company_id,event_date,event_type,detail,source,source_url
beau,2021-07-19,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/beau
beebettor,2024-06-17,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/beebettor
beeper,2021-06-24,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/beeper
beesafe-ai,2026-02-05,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/beesafe-ai
beglaubigtde,2024-11-14,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/beglaubigtde
beluga,2025-05-24,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/beluga
beluga,2026-05-11,funding,"Form D filed ($30,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2134448/000213444826000001/primary_doc.xml
bemlo,2022-02-14,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/bemlo
benchify,2024-08-01,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/benchify
benchmark,2023-01-13,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/benchmark
benson,2022-02-14,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/benson
bentolabs-ai,2026-05-27,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/bentolabs-ai
berry,2023-01-10,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/berry
besimple-ai,2025-05-21,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/besimple-ai
better-auth,2025-04-17,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/better-auth
better-opinions,2022-01-20,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/better-opinions
betterbasket,2024-01-25,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/betterbasket
betterhalf,2021-01-13,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/betterhalf
beu-delivery,2021-12-29,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/beu-delivery
bewell-digital,2021-03-16,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/bewell-digital
beyond-aero,2021-12-14,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/beyond-aero
beyond-aero,2024-04-18,funding,"Form D filed ($23,860,774 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2019023/000201902324000001/primary_doc.xml
beyond-reach-labs,2026-02-03,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/beyond-reach-labs
bezel,2025-08-19,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/bezel
bharatx,2022-03-16,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/bharatx
bidflow,2025-08-04,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/bidflow
bifrost,2022-03-15,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/bifrost
biggerpicture,2022-06-28,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/biggerpicture
bilanc,2023-11-27,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/bilanc
bild-ai,2025-02-06,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/bild-ai
bimaplan,2021-03-08,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/bimaplan
bindwell,2025-02-24,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/bindwell
biocartesian,2024-08-29,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/biocartesian
biodock,2021-03-02,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/biodock
biostack-platforms,2026-03-26,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/biostack-platforms
birch-biosciences,2022-06-28,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/birch-biosciences
birdie,2021-07-01,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/birdie
bitboard,2025-05-11,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/bitboard
bite-ninja,2021-07-23,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/bite-ninja
bite-ninja,2021-12-08,funding,"Form D filed ($650,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1897428/000189742821000001/primary_doc.xml
bite-ninja,2021-12-08,funding,"Form D filed ($3,462,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1897428/000189742821000002/primary_doc.xml
bite-ninja,2022-05-09,funding,"Form D filed ($11,295,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1897428/000189742822000001/primary_doc.xml
bitesight,2024-02-20,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/bitesight
bitpatrol,2025-05-16,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/bitpatrol
bitrig,2025-08-19,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/bitrig
bits-to-atoms,2024-08-20,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/bits-to-atoms
bitstack,2022-07-05,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/bitstack
blackoaktv,2021-07-01,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/blackoaktv
blacksmith,2024-02-13,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/blacksmith
bland-ai,2023-06-26,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/bland-ai
blank-bio,2025-08-05,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/blank-bio
blaxel,2025-04-21,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/blaxel
blaze,2022-03-09,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/blaze
blaze-2,2024-08-30,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/blaze-2
blee,2022-09-02,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/blee
blee,2020-11-10,funding,"Form D filed ($130,500 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1814569/000181456920000002/primary_doc.xml
blee,2020-06-11,funding,"Form D filed ($225,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1814569/000181456920000001/primary_doc.xml
blindpay,2025-01-21,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/blindpay
blink,2021-03-14,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/blink
blink-new,2022-02-01,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/blink-new
blitz,2022-07-05,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/blitz
blitzllama,2022-03-11,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/blitzllama
blixo,2021-07-15,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/blixo
blockscope,2022-07-07,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/blockscope
bloom-3,2021-08-06,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/bloom-3
bloom-4,2025-05-26,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/bloom-4
bloomy,2026-06-23,yc_listed,Listed in YC directory (Summer 2026),yc,https://www.ycombinator.com/companies/bloomy
blue,2025-07-30,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/blue
bluebirds,2023-02-15,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/bluebirds
bluebook,2025-02-13,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/bluebook
bluebook,2021-07-21,funding,Form D filed,sec_edgar,https://www.sec.gov/Archives/edgar/data/1874151/000187415121000002/primary_doc.xml
bluedoor,2024-08-11,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/bluedoor
bluedot,2023-03-01,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/bluedot
bluehill-payments,2022-05-20,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/bluehill-payments
bluejay,2025-05-09,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/bluejay
bluejay,2022-02-15,funding,"Form D filed ($7,541,752 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1774154/000177415422000002/primary_doc.xml
bluejay,2020-10-02,funding,"Form D filed ($1,475,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1774154/000177415420000001/primary_doc.xml
bluelight,2021-03-01,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/bluelight
blueshoe,2025-05-01,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/blueshoe
bluma,2025-09-27,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/bluma
blume-benefits,2024-01-30,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/blume-benefits
bluumbio,2021-07-13,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/bluumbio
blyss,2023-02-22,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/blyss
boardcave,2022-02-24,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/boardcave
bobidi,2022-01-15,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/bobidi
boitas-com,2021-03-20,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/boitas-com
boldvoice,2021-07-12,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/boldvoice
bolna-ai,2025-09-26,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/bolna-ai
bolster,2021-06-23,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/bolster
bolto,2023-08-07,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/bolto
bond,2025-05-26,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/bond
booko,2026-01-23,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/booko
boom-ai,2025-10-19,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/boom-ai
boost-robotics,2025-06-03,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/boost-robotics
boostly,2022-05-13,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/boostly
boostly,2025-02-11,funding,"Form D filed ($10,000,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1966127/000196612725000004/primary_doc.xml
booth-ai,2023-01-11,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/booth-ai
bootloop,2025-07-10,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/bootloop
botbuilt,2022-08-16,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/botbuilt
botcity,2022-02-14,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/botcity
botin,2022-03-22,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/botin
boton,2022-07-19,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/boton
boundary,2023-03-07,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/boundary
boundo,2022-07-06,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/boundo
boya,2022-02-15,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/boya
bracket,2022-01-11,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/bracket
brainbase-labs,2024-02-08,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/brainbase-labs
brainboard,2022-02-27,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/brainboard
bramante,2025-05-21,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/bramante
branch-ai,2024-02-26,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/branch-ai
bravi,2025-10-07,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/bravi
breadcrumbs-io,2021-07-15,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/breadcrumbs-io
breadcrumbs-io,2021-07-19,funding,"Form D filed ($5,417,476 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1861592/000186159221000001/primary_doc.xml
bree,2021-07-15,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/bree
breez-labs,2024-03-11,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/breez-labs
bretton-ai,2023-06-28,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/bretton-ai
brewit,2023-01-24,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/brewit
brickanta,2025-09-28,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/brickanta
bricksai,2023-08-24,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/bricksai
brickwise,2025-11-03,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/brickwise
bridgecard,2022-08-15,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/bridgecard
briefer,2023-06-21,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/briefer
brighterway,2024-07-16,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/brighterway
briohr,2021-03-05,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/briohr
bristle,2021-02-26,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/bristle
brite,2021-06-29,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/brite
brite,2022-10-28,funding,"Form D filed ($220,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1947147/000194714722000001/primary_doc.xml
broad,2021-02-24,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/broad
broccoli-ai,2022-03-03,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/broccoli-ai
bron,2025-10-27,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/bron
bronco-ai,2023-05-13,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/bronco-ai
brown-foods,2022-02-08,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/brown-foods
brownie,2026-02-17,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/brownie
browser-buddy,2023-11-29,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/browser-buddy
browser-use,2024-12-20,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/browser-use
browseros,2024-07-31,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/browseros
brumby,2026-01-14,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/brumby
bubble-lab,2025-12-04,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/bubble-lab
bucket-robotics,2024-06-21,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/bucket-robotics
bud,2025-01-21,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/bud
bueno-finance,2021-03-04,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/bueno-finance
buildjet,2023-02-27,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/buildjet
bujeti,2023-01-08,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/bujeti
bunkyr,2022-03-09,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/bunkyr
buoyant-aero,2021-07-20,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/buoyant-aero
burnt,2025-08-07,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/burnt
buro-de-ingresos,2021-08-09,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/buro-de-ingresos
burt,2025-12-29,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/burt
businessonbot,2021-03-01,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/businessonbot
butter,2025-01-24,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/butter
button-computer,2025-08-18,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/button-computer
buzzle,2021-06-29,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/buzzle
bystreet,2025-02-21,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/bystreet
byte-kitchen,2021-07-19,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/byte-kitchen
bytebot,2021-08-11,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/bytebot
byteport,2026-01-15,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/byteport
cabal,2021-07-12,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/cabal
cache,2021-08-04,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/cache
cactus,2025-07-10,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/cactus
caddy,2025-10-22,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/caddy
cafe,2021-06-30,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/cafe
cair-health,2023-08-01,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/cair-health
caire-health,2021-08-07,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/caire-health
caire-health,2023-02-10,funding,"Form D filed ($6,659,854 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1964926/000196492623000001/primary_doc.xml
cajal-technologies,2026-02-24,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/cajal-technologies
cakework,2023-01-16,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/cakework
callab-ai,2026-03-13,yc_listed,Listed in YC directory (Spring 2026),yc,https://www.ycombinator.com/companies/callab-ai
callback,2024-08-13,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/callback
callback,2025-01-27,funding,"Form D filed ($545,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2034760/000203476025000001/primary_doc.xml
callback,2024-08-22,funding,"Form D filed ($1,961,500 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2034760/000203476024000001/primary_doc.xml
calltree,2025-01-30,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/calltree
camber-2,2021-01-17,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/camber-2
cambio-2,2022-08-12,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/cambio-2
cambioml,2023-07-31,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/cambioml
camelai,2023-12-01,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/camelai
camelan,2021-01-26,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/camelan
camfer,2024-09-10,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/camfer
camp,2021-03-01,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/camp
campfire-2,2023-07-31,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/campfire-2
campfire-2,2021-08-31,funding,"Form D filed ($2,500,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1867513/000186751321000002/primary_doc.xml
campfire-2,2021-06-14,funding,"Form D filed ($1,334,998 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1867513/000186751321000001/primary_doc.xml
canary,2026-02-13,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/canary
candle,2024-11-08,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/candle
candor,2025-02-08,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/candor
candor-security,2025-02-20,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/candor-security
candoriq,2023-06-28,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/candoriq
canopi,2021-07-21,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/canopi
canvas,2024-11-14,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/canvas
capacitive,2025-05-04,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/capacitive
capi-money,2023-08-01,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/capi-money
capi-money,2023-06-16,funding,"Form D filed ($1,522,499 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1980907/000198090723000005/primary_doc.xml
capitol-ai,2024-08-27,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/capitol-ai
capix,2022-08-02,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/capix
capsule,2022-08-31,yc_listed,Listed in YC directory (Summer 2022),yc,https://www.ycombinator.com/companies/capsule
captain,2025-11-07,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/captain
capuchin,2022-03-30,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/capuchin
capy,2024-10-30,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/capy
carbon-crusher,2022-03-10,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/carbon-crusher
carbonfact,2021-07-21,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/carbonfact
cardamon,2025-02-19,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/cardamon
cardboard,2026-01-11,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/cardboard
cardda,2022-02-11,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/cardda
cardinal,2023-03-01,yc_listed,Listed in YC directory (Winter 2023),yc,https://www.ycombinator.com/companies/cardinal
cardinal-gray,2023-06-28,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/cardinal-gray
care-gp,2026-06-04,yc_listed,Listed in YC directory (Summer 2026),yc,https://www.ycombinator.com/companies/care-gp
care-weather,2023-08-22,yc_listed,Listed in YC directory (Winter 2021),yc,https://www.ycombinator.com/companies/care-weather
carecycle,2025-02-22,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/carecycle
careerist,2021-07-27,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/careerist
careerist,2021-08-25,funding,"Form D filed ($1,390,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1814514/000181451421000002/primary_doc.xml
careforce,2024-11-04,yc_listed,Listed in YC directory (Fall 2024),yc,https://www.ycombinator.com/companies/careforce
careforce,2025-11-07,funding,"Form D filed ($2,676,790 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2095881/000209588125000001/primary_doc.xml
careoasis,2023-07-02,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/careoasis
careswift,2025-06-28,yc_listed,Listed in YC directory (Summer 2025),yc,https://www.ycombinator.com/companies/careswift
caretta,2025-12-11,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/caretta
cargo,2023-06-21,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/cargo
carma,2023-11-27,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/carma
carousel-technologies,2024-02-13,yc_listed,Listed in YC directory (Winter 2024),yc,https://www.ycombinator.com/companies/carousel-technologies
carrot-labs,2026-03-03,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/carrot-labs
carrot-labs,2024-07-03,funding,"Form D filed ($600,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2029275/000202927524000001/primary_doc.xml
carrot-labs,2025-05-16,funding,"Form D filed ($600,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/2029275/000202927525000003/primary_doc.xml
cartage,2024-05-28,yc_listed,Listed in YC directory (Summer 2024),yc,https://www.ycombinator.com/companies/cartage
cartpanda,2021-07-18,yc_listed,Listed in YC directory (Summer 2021),yc,https://www.ycombinator.com/companies/cartpanda
cartpole,2025-04-14,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/cartpole
casca,2023-08-08,yc_listed,Listed in YC directory (Summer 2023),yc,https://www.ycombinator.com/companies/casca
cascade,2026-02-10,yc_listed,Listed in YC directory (Winter 2026),yc,https://www.ycombinator.com/companies/cascade
cascade-space,2025-05-07,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/cascade-space
casco,2025-05-19,yc_listed,Listed in YC directory (Spring 2025),yc,https://www.ycombinator.com/companies/casco
caseflood-ai,2025-01-10,yc_listed,Listed in YC directory (Winter 2025),yc,https://www.ycombinator.com/companies/caseflood-ai
casey,2025-10-08,yc_listed,Listed in YC directory (Fall 2025),yc,https://www.ycombinator.com/companies/casey
cash-flow-portal,2022-01-20,yc_listed,Listed in YC directory (Winter 2022),yc,https://www.ycombinator.com/companies/cash-flow-portal
cash-flow-portal,2023-05-15,funding,"Form D filed ($1,475,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1895817/000193036223000002/primary_doc.xml
cash-flow-portal,2021-11-29,funding,"Form D filed ($3,765,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1895817/000189581721000001/primary_doc.xml
cash-flow-portal,2025-03-24,funding,"Form D filed ($4,658,000 sold)",sec_edgar,https://www.sec.gov/Archives/edgar/data/1895817/000189581725000001/primary_doc.xml
