company_id,round_type,announced_date,amount_usd,investors,source,source_url
invert,form_d,2024-07-11,20149993,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2029949/000202994924000001/primary_doc.xml
juicebox,form_d,2025-03-07,20000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2059403/000205940325000001/primary_doc.xml
june,form_d,2026-03-12,0,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2119405/000211940526000001/primary_doc.xml
june,form_d,2021-08-17,2360081,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1874435/000187443521000001/primary_doc.xml
juno-chat,form_d,2024-09-16,377850,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2035583/000106299324016649/primary_doc.xml
juno-chat,form_d,2024-09-16,377250,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2035583/000106299324016652/primary_doc.xml
juno-chat,form_d,2024-09-16,760459,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2035583/000106299324016654/primary_doc.xml
juno-chat,form_d,2024-09-16,3105200,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2035583/000106299324016651/primary_doc.xml
juno-chat,form_d,2024-09-16,5501250,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2035583/000106299324016650/primary_doc.xml
juno-chat,form_d,2024-09-16,1821750,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2035583/000106299324016653/primary_doc.xml
juno-chat,form_d,2024-09-16,444480,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2035583/000106299324016648/primary_doc.xml
juno-chat,form_d,2024-09-16,601040,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2035583/000106299324016647/primary_doc.xml
juno-chat,form_d,2024-10-18,1813000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2035583/000106299324017784/primary_doc.xml
kable,form_d,2025-05-22,5080000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2067074/000206707425000002/primary_doc.xml
kalinda,form_d,2026-04-09,692000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2088907/000208890726000001/primary_doc.xml
keep,form_d,2023-06-30,10675474,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1983276/000198327623000001/primary_doc.xml
kodex,form_d,2021-06-01,300000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1865069/000186506921000001/primary_doc.xml
kodex,form_d,2022-10-28,10000000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1865069/000186506922000001/primary_doc.xml
kodex,form_d,2025-09-17,21199989,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1865069/000186506925000002/primary_doc.xml
lantern-2,form_d,2026-03-16,1100000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2119000/000211900026000001/primary_doc.xml
lantern-2,form_d,2020-12-07,2295003,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1781110/000178111020000002/primary_doc.xml
lantern-2,form_d,2022-04-11,455000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1781110/000178111022000003/primary_doc.xml
lark,form_d,2020-05-18,16997951,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1579188/000157918820000002/primary_doc.xml
lark,form_d,2020-10-13,44330291,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1579188/000157918820000004/primary_doc.xml
lark,form_d,2020-09-22,39330326,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1579188/000157918820000003/primary_doc.xml
lark,form_d,2021-09-07,94749964,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1579188/000157918821000001/primary_doc.xml
latent,form_d,2025-01-02,39874911,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1989109/000198910925000001/primary_doc.xml
latent,form_d,2023-08-17,9114910,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1989109/000123191923000049/primary_doc.xml
laudable,form_d,2021-10-04,2900000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1778961/000177896121000003/primary_doc.xml
laudable,form_d,2021-06-08,100000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1778961/000177896121000002/primary_doc.xml
legion-health,form_d,2026-07-01,16015934,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1916502/000191650226000002/primary_doc.xml
legion-health,form_d,2022-03-17,2000000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1916502/000191650222000001/primary_doc.xml
legion-health,form_d,2022-11-09,3465500,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1916502/000191650222000002/primary_doc.xml
legion-health,form_d,2022-12-12,3665500,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1916502/000191650222000003/primary_doc.xml
legion-health,form_d,2024-09-25,2030000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1916502/000191650224000001/primary_doc.xml
legion-health,form_d,2025-11-25,410000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1916502/000191650225000002/primary_doc.xml
legora,form_d,2025-11-13,150352281,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2071663/000207166325000002/primary_doc.xml
legora,form_d,2025-07-01,79849626,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2071663/000207166325000001/primary_doc.xml
legora,form_d,2026-03-24,441525860,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2071663/000207166326000001/primary_doc.xml
lendflow,form_d,2020-12-09,750000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1835592/000183559220000001/primary_doc.xml
lobby,form_d,2022-03-03,1130587,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1903348/000190334822000001/primary_doc.xml
lobby,form_d,2022-10-31,2500000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1903348/000190334822000002/primary_doc.xml
lobby,form_d,2021-04-27,2557994,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1778305/000177830521000001/primary_doc.xml
mach9,form_d,2020-12-04,4510000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1834777/000183477720000004/primary_doc.xml
malama-health,form_d,2026-02-26,5315000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2113045/000211304526000001/primary_doc.xml
malibou,form_d,2024-12-20,5399995,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2005726/000200572624000004/primary_doc.xml
malibou,form_d,2024-01-08,1590000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2005726/000200572624000002/primary_doc.xml
malibou,form_d,2024-04-23,1125000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2005726/000200572624000003/primary_doc.xml
manatee,form_d,2023-04-13,4951659,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1817367/000181736723000001/primary_doc.xml
manatee,form_d,2024-06-05,5001659,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1817367/000181736724000002/primary_doc.xml
manatee,form_d,2020-07-09,1737187,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1817367/000181736720000001/primary_doc.xml
manatee,form_d,2024-06-05,2379292,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1817367/000181736724000001/primary_doc.xml
mentorcam,form_d,2020-05-06,40000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1811457/000144586620000552/primary_doc.xml
mesh-2,form_d,2023-11-21,3120000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2000197/000200019723000002/primary_doc.xml
mindee,form_d,2021-07-30,11000000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1868190/000186819021000002/primary_doc.xml
mindee,form_d,2023-03-15,7000000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1868190/000186819023000003/primary_doc.xml
mindee,form_d,2023-03-16,7000000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1868190/000186819023000004/primary_doc.xml
mindstate-design-labs,form_d,2024-11-26,12698587,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2046478/000204647824000001/primary_doc.xml
mocha,form_d,2022-01-24,13399972,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1900549/000190054922000001/primary_doc.xml
modelence,form_d,2025-06-06,550000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2071552/000207155225000001/primary_doc.xml
modelence,form_d,2025-09-26,3850000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2071552/000207155225000004/primary_doc.xml
modelence,form_d,2025-09-26,3850000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2071552/000207155225000005/primary_doc.xml
moichor,form_d,2021-05-04,5044998,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1859727/000185972721000001/primary_doc.xml
moichor,form_d,2023-02-14,6223088,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1859727/000185972723000001/primary_doc.xml
momentic,form_d,2026-01-27,18609221,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2104831/000210483126000001/primary_doc.xml
monet,form_d,2024-03-22,1211066,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2016583/000201658324000001/primary_doc.xml
monet,form_d,2024-03-25,125000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2016583/000201658324000002/primary_doc.xml
monet,form_d,2024-03-25,373930,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2016583/000201658324000003/primary_doc.xml
monet,form_d,2024-03-25,810500,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2016583/000201658324000004/primary_doc.xml
moxion-power-co,form_d,2021-05-24,11989999,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1863715/000186371521000001/primary_doc.xml
moxion-power-co,form_d,2023-06-30,10999982,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1863715/000186371523000001/primary_doc.xml
moxion-power-co,form_d,2022-10-17,89765393,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1863715/000186371522000001/primary_doc.xml
noble,form_d,2021-05-20,0,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1458891/000120919121034355/primary_doc.xml
noloco,form_d,2024-08-29,3970001,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2035643/000089271224000109/primary_doc.xml
nowadays,form_d,2022-03-03,1500000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1912614/000106299322006588/primary_doc.xml
noya,form_d,2023-04-12,16832502,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1969595/000196959523000001/primary_doc.xml
noya,form_d,2024-06-20,21988934,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1969595/000196959524000001/primary_doc.xml
numeral,form_d,2023-06-07,3575000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1980525/000198052523000001/primary_doc.xml
onebrief,form_d,2024-04-23,16000509,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1888809/000188880924000001/primary_doc.xml
onebrief,form_d,2023-10-19,12500000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1888809/000188880923000002/primary_doc.xml
onebrief,form_d,2022-10-12,6128321,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1888809/000188880922000002/primary_doc.xml
onebrief,form_d,2022-10-12,14824985,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1888809/000188880922000001/primary_doc.xml
onebrief,form_d,2025-06-17,23581422,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1888809/000188880925000003/primary_doc.xml
onebrief,form_d,2025-01-28,58748142,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1888809/000188880925000001/primary_doc.xml
onebrief,form_d,2026-01-15,359281625,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1888809/000188880926000001/primary_doc.xml
orbital-operations,form_d,2025-02-03,519500,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2054774/000205477425000001/primary_doc.xml
origami-2,form_d,2022-09-13,6211496,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1945721/000194572122000002/primary_doc.xml
orthogonal,form_d,2020-03-03,999998,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1759137/000175913720000001/primary_doc.xml
overlord,form_d,2026-07-08,4033993,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2143465/000214346526000001/primary_doc.xml
pangea-app,form_d,2021-07-08,1998480,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1727419/000172741921000002/primary_doc.xml
pangea-app,form_d,2021-04-13,220000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1727419/000172741921000001/primary_doc.xml
pangea-app,form_d,2020-12-16,352500,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1727419/000172741920000002/primary_doc.xml
pangea-app,form_d,2020-04-15,400000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1727419/000172741920000001/primary_doc.xml
payhippo,form_d,2021-09-02,1205500,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1833451/000183345121000002/primary_doc.xml
payhippo,form_d,2021-04-16,24000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1833451/000183345121000001/primary_doc.xml
payhippo,form_d,2020-12-17,27133,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1833451/000181724620000002/primary_doc.xml
payload,form_d,2026-07-08,9075001,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1921687/000192168726000005/primary_doc.xml
payload,form_d,2022-04-06,1500000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1921687/000192168722000001/primary_doc.xml
phonely,form_d,2026-03-30,18349493,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2106702/000210670226000001/primary_doc.xml
pirouette-pharma,form_d,2025-04-01,2350000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1870611/000187061125000003/primary_doc.xml
pirouette-pharma,form_d,2026-03-18,1080537,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1870611/000187061126000004/primary_doc.xml
ploy,form_d,2026-06-24,26571989,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2136625/000213662526000001/primary_doc.xml
poliglota,form_d,2021-04-13,725027,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1856606/000185660621000001/primary_doc.xml
pollinate,form_d,2020-02-11,100000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1802790/000180279020000001/primary_doc.xml
primer,form_d,2022-05-19,12930000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1930051/000193005122000001/primary_doc.xml
promakhos-therapeutics,form_d,2022-01-19,2246500,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1889681/000188968122000002/primary_doc.xml
propolis,form_d,2025-04-29,5000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1912204/000191220425000006/primary_doc.xml
pursuit-2,form_d,2024-11-01,300000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2043464/000204346424000002/primary_doc.xml
quan,form_d,2024-01-03,2821702,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2005205/000200520524000001/primary_doc.xml
queenly,form_d,2021-07-23,7079500,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1874011/000187401121000001/primary_doc.xml
quid,form_d,2022-10-27,1845000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1822811/000182281122000001/primary_doc.xml
quid,form_d,2025-05-01,9721258,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1822811/000182281125000002/primary_doc.xml
quid,form_d,2021-09-09,2056700,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1822811/000182281121000001/primary_doc.xml
radical,form_d,2024-01-05,4465000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2006674/000200667424000001/primary_doc.xml
rally-3,form_d,2024-03-27,8422357,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2017204/000201720424000001/primary_doc.xml
rally-3,form_d,2021-07-15,0,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1867277/000186727721000002/primary_doc.xml
reactwise,form_d,2024-10-04,1423000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2038652/000203865224000001/primary_doc.xml
reality-defender,form_d,2024-10-24,17500000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1993926/000199392624000001/primary_doc.xml
reality-defender,form_d,2023-10-16,19424966,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1993926/000199392623000002/primary_doc.xml
redcliffe-lifetech,form_d,2022-08-09,46933880,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1941551/000194155122000003/primary_doc.xml
redcliffe-lifetech,form_d,2022-08-08,46933880,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1941551/000194155122000002/primary_doc.xml
reflex,form_d,2026-01-28,6000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2107760/000210776026000001/primary_doc.xml
remi,form_d,2024-08-12,23326685,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2032794/000203279424000003/primary_doc.xml
remi,form_d,2024-08-08,23276683,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2032794/000203279424000002/primary_doc.xml
repool,form_d,2023-07-14,3710000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1985481/000198548123000002/primary_doc.xml
revise-robotics,form_d,2025-05-28,3617975,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2069529/000206952925000001/primary_doc.xml
rhizome-ai,form_d,2026-01-22,85000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2101297/000210129726000001/primary_doc.xml
rhizome-ai,form_d,2025-12-18,50000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2101297/000210129725000001/primary_doc.xml
rollstack-2,form_d,2024-08-28,12924998,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2035381/000203538124000001/primary_doc.xml
runanywhere,form_d,2025-10-16,10000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2092245/000209224525000001/primary_doc.xml
ryse,form_d,2022-02-03,0,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1824930/000182493022000002/primary_doc.xml
ryse,form_d,2022-10-04,0,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1824930/000182493022000006/primary_doc.xml
safetykit,form_d,2025-04-04,26998837,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2061540/000206154025000001/primary_doc.xml
safetykit,form_d,2025-10-15,27222287,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2061540/000206154025000004/primary_doc.xml
savant,form_d,2022-12-27,10259993,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1959810/000195981022000001/primary_doc.xml
savant,form_d,2025-02-11,18549990,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1959810/000195981025000001/primary_doc.xml
schemeflow,form_d,2023-11-20,366766,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1997814/000199781423000002/primary_doc.xml
seaflight-technologies,form_d,2022-11-14,450000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1951615/000195161522000003/primary_doc.xml
seaflight-technologies,form_d,2023-07-03,30000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1951615/000195161523000002/primary_doc.xml
seaflight-technologies,form_d,2023-01-03,40057,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1951615/000195161523000001/primary_doc.xml
seaflight-technologies,form_d,2022-10-21,885748,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1951615/000195161522000002/primary_doc.xml
sensei,form_d,2020-12-28,4507676,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1836582/000183658220000001/primary_doc.xml
sensible-biotechnologies,form_d,2023-02-21,1829000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1964363/000196436323000001/primary_doc.xml
shinkei-systems,form_d,2024-02-05,6274307,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1924433/000192443324000001/primary_doc.xml
shortloop,form_d,2024-07-03,2734999,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1983989/000198398924000002/primary_doc.xml
shortloop,form_d,2023-07-26,500000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1983989/000198398923000001/primary_doc.xml
shortloop,form_d,2024-02-20,2249998,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1983989/000198398924000001/primary_doc.xml
sila,form_d,2020-04-22,2940000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1805500/000180550020000002/primary_doc.xml
sila,form_d,2020-03-19,7739997,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1805500/000180550020000001/primary_doc.xml
sola,form_d,2025-08-25,8000433,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2083129/000208312925000001/primary_doc.xml
solidroad,form_d,2026-03-31,31952560,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2126127/000212612726000001/primary_doc.xml
solo,form_d,2021-08-30,5289999,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1878762/000187876221000001/primary_doc.xml
spline,form_d,2024-07-11,16032940,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2029967/000202996724000001/primary_doc.xml
spoken,form_d,2026-03-05,500000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2113557/000211355726000001/primary_doc.xml
stepful,form_d,2021-10-07,1860000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1882717/000188271721000001/primary_doc.xml
stepful,form_d,2022-07-01,4866664,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1882717/000188271722000001/primary_doc.xml
stepful,form_d,2023-09-27,11763608,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1882717/000188271723000001/primary_doc.xml
stoke-space,form_d,2026-04-16,275000029,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1861415/000186141526000001/primary_doc.xml
stoke-space,form_d,2025-11-06,409999965,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1861415/000186141525000005/primary_doc.xml
stoke-space,form_d,2025-01-23,145999814,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1861415/000186141525000001/primary_doc.xml
stoke-space,form_d,2025-01-23,183799935,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1861415/000186141525000002/primary_doc.xml
stoke-space,form_d,2021-05-10,9141800,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1861415/000186141521000001/primary_doc.xml
stoke-space,form_d,2021-12-21,64999992,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1861415/000186141521000002/primary_doc.xml
stratify,form_d,2020-08-25,4899998,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1821679/000182167920000001/primary_doc.xml
studystream,form_d,2022-04-14,9032486,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1923540/000192354022000001/primary_doc.xml
subvysion,form_d,2026-03-26,355000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2123212/000212321226000001/primary_doc.xml
sunflower,form_d,2023-07-20,505000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1876339/000108036823000032/primary_doc.xml
sunflower,form_d,2021-08-09,9924993,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1876339/000187633921000002/primary_doc.xml
sunflower,form_d,2023-12-28,1500000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1876339/000108036823000047/primary_doc.xml
svix,form_d,2023-03-08,10386993,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1854436/000185443623000002/primary_doc.xml
sygaldry-technologies,form_d,2026-04-14,139034650,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2125374/000094787126000430/primary_doc.xml
sync-2,form_d,2021-09-01,590000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1880312/000188031221000001/primary_doc.xml
taloflow,form_d,2021-01-13,1753458,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1839340/000183934021000001/primary_doc.xml
taloflow,form_d,2024-09-12,250025,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1839340/000183934024000003/primary_doc.xml
tamarind-bio,form_d,2025-05-15,13559984,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2068537/000206853725000001/primary_doc.xml
teamout,form_d,2024-08-13,60000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2032195/000203219524000001/primary_doc.xml
telmai,form_d,2023-05-17,8461497,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1977425/000197742523000001/primary_doc.xml
therify,form_d,2023-08-30,2010000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1991625/000199162523000001/primary_doc.xml
therify,form_d,2025-12-10,200000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1991625/000199162525000002/primary_doc.xml
thesis,form_d,2021-07-30,26040176,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1638983/000163898321000004/primary_doc.xml
tint,form_d,2022-01-24,29575006,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1905588/000190558822000001/primary_doc.xml
tiny,form_d,2025-06-12,1916378,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1836775/000183677525000004/primary_doc.xml
toku,form_d,2023-05-01,3200822,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1975820/000197582023000001/primary_doc.xml
tractian,form_d,2024-12-09,122859946,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2047357/000204735724000003/primary_doc.xml
tranch,form_d,2024-05-24,3200000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1952538/000195253824000005/primary_doc.xml
tranch,form_d,2024-05-24,1300000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1952538/000195253824000006/primary_doc.xml
tranch,form_d,2022-11-09,2500000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1952538/000195253822000001/primary_doc.xml
triomics,form_d,2023-02-22,13754980,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1962627/000196262723000003/primary_doc.xml
turion-space,form_d,2023-11-02,11118933,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1880581/000188058123000001/primary_doc.xml
turion-space,form_d,2021-12-01,4415500,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1880581/000188058121000002/primary_doc.xml
turion-space,form_d,2021-08-30,160000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1880581/000188058121000001/primary_doc.xml
tybr-health,form_d,2025-01-31,1084679,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1835188/000183518825000002/primary_doc.xml
tybr-health,form_d,2020-12-09,709999,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1835188/000183518820000001/primary_doc.xml
tybr-health,form_d,2025-11-26,7142974,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1835188/000183518825000005/primary_doc.xml
upstream,form_d,2026-04-30,250000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2132094/000194104026000288/primary_doc.xml
valari,form_d,2022-03-29,0,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1919718/000191971822000001/primary_doc.xml
valence,form_d,2026-07-08,7725000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2094606/000209460626000002/primary_doc.xml
vapi,form_d,2026-05-12,49999998,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2042931/000204293126000005/primary_doc.xml
vapi,form_d,2024-12-16,25224997,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2042931/000204293124000001/primary_doc.xml
veles,form_d,2024-03-05,500000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2007836/000200783624000002/primary_doc.xml
veles,form_d,2024-05-23,1415000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2007836/000200783624000003/primary_doc.xml
veles,form_d,2024-01-11,230000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/2007836/000200783624000001/primary_doc.xml
velontra,form_d,2025-03-19,250000,[],sec_edgar,https://www.sec.gov/Archives/edgar/data/1868798/000186879825000003/primary_doc.xml
